NO,GAP,TIME,RACE,TIRE,LAP,STINT_LAP
33,18.001 ,1:13.548,austria2015,Super,16.0,16.0
12,20.539 ,1:13.883,austria2015,Super,16.0,16.0
55,21.750 ,1:13.594,austria2015,Super,16.0,16.0
11,24.240 ,1:13.843,austria2015,Soft,16.0,16.0
8,24.715 ,1:13.993,austria2015,Super,16.0,16.0
13,25.273 ,1:13.671,austria2015,Soft,16.0,16.0
3,30.202 ,1:14.290,austria2015,Soft,16.0,16.0
26,34.335 ,1:14.885,austria2015,Soft,16.0,15.0
98,52.167 ,1:15.608,austria2015,Super,16.0,16.0
9,55.254 ,1:14.208,austria2015,Soft,16.0,14.0
6,0,1:12.184,austria2015,Super,17.0,17.0
44,1.839 ,1:12.217,austria2015,Super,17.0,17.0
5,7.893 ,1:12.529,austria2015,Super,17.0,17.0
19,10.934 ,1:12.642,austria2015,Super,17.0,17.0
27,15.091 ,1:13.234,austria2015,Super,17.0,17.0
77,16.961 ,1:13.089,austria2015,Super,17.0,17.0
33,19.026 ,1:13.209,austria2015,Super,17.0,17.0
12,21.917 ,1:13.562,austria2015,Super,17.0,17.0
55,22.941 ,1:13.375,austria2015,Super,17.0,17.0
11,25.766 ,1:13.710,austria2015,Soft,17.0,17.0
8,26.073 ,1:13.542,austria2015,Super,17.0,17.0
13,27.022 ,1:13.933,austria2015,Soft,17.0,17.0
3,32.134 ,1:14.116,austria2015,Soft,17.0,17.0
26,36.429 ,1:14.278,austria2015,Soft,17.0,16.0
98,55.684 ,1:15.701,austria2015,Super,17.0,17.0
9,57.468 ,1:14.398,austria2015,Soft,17.0,15.0
6,0,1:12.001,austria2015,Super,18.0,18.0
44,1.983 ,1:12.145,austria2015,Super,18.0,18.0
5,8.238 ,1:12.346,austria2015,Super,18.0,18.0
19,11.617 ,1:12.684,austria2015,Super,18.0,18.0
27,16.094 ,1:13.004,austria2015,Super,18.0,18.0
77,18.114 ,1:13.154,austria2015,Super,18.0,18.0
33,20.672 ,1:13.647,austria2015,Super,18.0,18.0
12,23.367 ,1:13.451,austria2015,Super,18.0,18.0
55,24.550 ,1:13.610,austria2015,Super,18.0,18.0
11,27.193 ,1:13.428,austria2015,Soft,18.0,18.0
8,27.674 ,1:13.602,austria2015,Super,18.0,18.0
13,28.552 ,1:13.531,austria2015,Soft,18.0,18.0
3,34.170 ,1:14.037,austria2015,Soft,18.0,18.0
26,38.600 ,1:14.172,austria2015,Soft,18.0,17.0
98,59.337 ,1:15.654,austria2015,Super,18.0,18.0
9,60.259 ,1:14.792,austria2015,Soft,18.0,16.0
6,0,1:12.182,austria2015,Super,19.0,19.0
44,2.401 ,1:12.600,austria2015,Super,19.0,19.0
5,8.922 ,1:12.866,austria2015,Super,19.0,19.0
19,12.416 ,1:12.981,austria2015,Super,19.0,19.0
27,17.070 ,1:13.158,austria2015,Super,19.0,19.0
77,19.024 ,1:13.092,austria2015,Super,19.0,19.0
33,22.230 ,1:13.740,austria2015,Super,19.0,19.0
12,24.812 ,1:13.627,austria2015,Super,19.0,19.0
55,26.307 ,1:13.939,austria2015,Super,19.0,19.0
11,28.706 ,1:13.695,austria2015,Soft,19.0,19.0
8,29.137 ,1:13.645,austria2015,Super,19.0,19.0
13,30.329 ,1:13.959,austria2015,Soft,19.0,19.0
3,36.132 ,1:14.144,austria2015,Soft,19.0,19.0
26,40.565 ,1:14.147,austria2015,Soft,19.0,18.0
98,64.518 ,1:17.363,austria2015,Super,19.0,19.0
6,0,1:12.271,austria2015,Super,20.0,20.0
44,2.614 ,1:12.484,austria2015,Super,20.0,20.0
5,9.614 ,1:12.963,austria2015,Super,20.0,20.0
9,1 LAP ,1:36.718,austria2015,Soft,19.0,17.0
19,13.213 ,1:13.068,austria2015,Super,20.0,20.0
27,18.307 ,1:13.508,austria2015,Super,20.0,20.0
77,20.183 ,1:13.430,austria2015,Super,20.0,20.0
33,23.469 ,1:13.510,austria2015,Super,20.0,20.0
12,26.389 ,1:13.848,austria2015,Super,20.0,20.0
55,27.556 ,1:13.520,austria2015,Super,20.0,20.0
11,30.210 ,1:13.775,austria2015,Soft,20.0,20.0
8,30.638 ,1:13.772,austria2015,Super,20.0,20.0
13,31.786 ,1:13.728,austria2015,Soft,20.0,20.0
3,37.932 ,1:14.071,austria2015,Soft,20.0,20.0
26,42.445 ,1:14.151,austria2015,Soft,20.0,19.0
98,68.171 ,1:15.924,austria2015,Super,20.0,20.0
6,0,1:12.131,austria2015,Super,21.0,21.0
44,2.875 ,1:12.392,austria2015,Super,21.0,21.0
5,10.160 ,1:12.677,austria2015,Super,21.0,21.0
19,14.050 ,1:12.968,austria2015,Super,21.0,21.0
9,1 LAP ,1:17.650,austria2015,Soft,20.0,18.0
27,19.617 ,1:13.441,austria2015,Super,21.0,21.0
77,21.025 ,1:12.973,austria2015,Super,21.0,21.0
33,24.772 ,1:13.434,austria2015,Super,21.0,21.0
12,27.964 ,1:13.706,austria2015,Super,21.0,21.0
55,28.860 ,1:13.435,austria2015,Super,21.0,21.0
11,31.609 ,1:13.530,austria2015,Soft,21.0,21.0
8,32.116 ,1:13.609,austria2015,Super,21.0,21.0
13,33.151 ,1:13.496,austria2015,Soft,21.0,21.0
3,39.888 ,1:14.087,austria2015,Soft,21.0,21.0
26,44.388 ,1:14.074,austria2015,Soft,21.0,20.0
98,71.822 ,1:15.782,austria2015,Super,21.0,21.0
6,0,1:12.373,austria2015,Super,22.0,22.0
44,2.914 ,1:12.412,austria2015,Super,22.0,22.0
5,10.460 ,1:12.673,austria2015,Super,22.0,22.0
19,14.425 ,1:12.748,austria2015,Super,22.0,22.0
9,1 LAP ,1:14.537,austria2015,Soft,21.0,19.0
27,20.900 ,1:13.656,austria2015,Super,22.0,22.0
77,21.979 ,1:13.327,austria2015,Super,22.0,22.0
33,26.082 ,1:13.683,austria2015,Super,22.0,22.0
12,29.471 ,1:13.880,austria2015,Super,22.0,22.0
55,30.357 ,1:13.870,austria2015,Super,22.0,22.0
11,33.075 ,1:13.839,austria2015,Soft,22.0,22.0
13,34.617 ,1:13.839,austria2015,Soft,22.0,22.0
8,PIT  ,1:17.035,austria2015,Super,22.0,22.0
3,41.645 ,1:14.130,austria2015,Soft,22.0,22.0
26,46.188 ,1:14.173,austria2015,Soft,22.0,21.0
6,0,1:12.144,austria2015,Super,23.0,23.0
44,4.071 ,1:13.301,austria2015,Super,23.0,23.0
98,1 LAP ,1:17.783,austria2015,Super,22.0,22.0
5,11.259 ,1:12.943,austria2015,Super,23.0,23.0
19,15.057 ,1:12.776,austria2015,Super,23.0,23.0
27,22.528 ,1:13.772,austria2015,Super,23.0,23.0
77,23.146 ,1:13.311,austria2015,Super,23.0,23.0
9,1 LAP ,1:16.591,austria2015,Soft,22.0,20.0
33,27.895 ,1:13.957,austria2015,Super,23.0,23.0
55,32.744 ,1:14.531,austria2015,Super,23.0,23.0
11,35.061 ,1:14.130,austria2015,Soft,23.0,23.0
12,PIT  ,1:18.762,austria2015,Super,23.0,23.0
13,36.263 ,1:13.790,austria2015,Soft,23.0,23.0
3,43.778 ,1:14.277,austria2015,Soft,23.0,23.0
26,48.189 ,1:14.145,austria2015,Soft,23.0,22.0
8,56.131 ,1:31.497,austria2015,Soft,23.0,0.0
6,0,1:12.487,austria2015,Super,24.0,24.0
44,4.287 ,1:12.703,austria2015,Super,24.0,24.0
98,1 LAP ,1:16.060,austria2015,Super,23.0,23.0
5,11.814 ,1:13.042,austria2015,Super,24.0,24.0
19,15.902 ,1:13.332,austria2015,Super,24.0,24.0
77,23.599 ,1:12.940,austria2015,Super,24.0,24.0
9,1 LAP ,1:14.585,austria2015,Soft,23.0,21.0
27,PIT  ,1:17.980,austria2015,Super,24.0,24.0
33,29.405 ,1:13.997,austria2015,Super,24.0,24.0
11,36.657 ,1:14.083,austria2015,Soft,24.0,24.0
55,PIT  ,1:16.861,austria2015,Super,24.0,24.0
13,38.039 ,1:14.263,austria2015,Soft,24.0,24.0
3,45.276 ,1:13.985,austria2015,Soft,24.0,24.0
26,49.908 ,1:14.206,austria2015,Soft,24.0,23.0
12,56.677 ,1:33.075,austria2015,Soft,24.0,0.0
8,57.144 ,1:13.500,austria2015,Soft,24.0,1.0
6,0,1:13.139,austria2015,Super,25.0,25.0
44,3.996 ,1:12.848,austria2015,Super,25.0,25.0
98,1 LAP ,1:15.968,austria2015,Super,24.0,24.0
5,11.988 ,1:13.313,austria2015,Super,25.0,25.0
19,15.732 ,1:12.969,austria2015,Super,25.0,25.0
77,PIT  ,1:16.073,austria2015,Super,25.0,25.0
9,1 LAP ,1:14.513,austria2015,Soft,24.0,22.0
33,PIT  ,1:17.168,austria2015,Super,25.0,25.0
11,37.328 ,1:13.810,austria2015,Soft,25.0,25.0
13,38.719 ,1:13.819,austria2015,Soft,25.0,25.0
27,44.715 ,1:29.833,austria2015,Soft,25.0,0.0
3,46.208 ,1:14.071,austria2015,Soft,25.0,25.0
26,50.774 ,1:14.005,austria2015,Soft,25.0,24.0
8,57.338 ,1:13.333,austria2015,Soft,25.0,2.0
12,58.467 ,1:14.929,austria2015,Soft,25.0,1.0
55,61.076 ,1:37.097,austria2015,Soft,25.0,0.0
6,0,1:12.770,austria2015,Super,26.0,26.0
44,3.841 ,1:12.615,austria2015,Super,26.0,26.0
5,12.166 ,1:12.948,austria2015,Super,26.0,26.0
98,1 LAP ,1:17.191,austria2015,Super,25.0,25.0
19,16.304 ,1:13.342,austria2015,Super,26.0,26.0
9,1 LAP ,1:15.257,austria2015,Soft,25.0,23.0
11,38.399 ,1:13.841,austria2015,Soft,26.0,26.0
13,39.763 ,1:13.814,austria2015,Soft,26.0,26.0
27,44.836 ,1:12.891,austria2015,Soft,26.0,1.0
77,45.834 ,1:32.071,austria2015,Soft,26.0,0.0
3,47.598 ,1:14.160,austria2015,Soft,26.0,26.0
26,52.695 ,1:14.691,austria2015,Soft,26.0,25.0
33,53.112 ,1:32.448,austria2015,Soft,26.0,0.0
8,57.607 ,1:13.039,austria2015,Soft,26.0,3.0
12,59.396 ,1:13.699,austria2015,Soft,26.0,2.0
55,61.667 ,1:13.361,austria2015,Soft,26.0,1.0
6,0,1:12.948,austria2015,Super,27.0,27.0
44,3.547 ,1:12.654,austria2015,Super,27.0,27.0
5,12.294 ,1:13.076,austria2015,Super,27.0,27.0
19,16.526 ,1:13.170,austria2015,Super,27.0,27.0
98,1 LAP ,1:16.841,austria2015,Super,26.0,26.0
9,1 LAP ,1:14.434,austria2015,Soft,26.0,24.0
11,39.312 ,1:13.861,austria2015,Soft,27.0,27.0
13,40.464 ,1:13.649,austria2015,Soft,27.0,27.0
27,44.604 ,1:12.716,austria2015,Soft,27.0,2.0
77,45.986 ,1:13.100,austria2015,Soft,27.0,1.0
3,48.575 ,1:13.925,austria2015,Soft,27.0,27.0
26,53.785 ,1:14.038,austria2015,Soft,27.0,26.0
33,54.134 ,1:13.970,austria2015,Soft,27.0,1.0
8,57.690 ,1:13.031,austria2015,Soft,27.0,4.0
12,60.061 ,1:13.613,austria2015,Soft,27.0,3.0
55,61.953 ,1:13.234,austria2015,Soft,27.0,2.0
6,0,1:12.785,austria2015,Super,28.0,28.0
44,3.226 ,1:12.464,austria2015,Super,28.0,28.0
5,12.448 ,1:12.939,austria2015,Super,28.0,28.0
19,16.883 ,1:13.142,austria2015,Super,28.0,28.0
98,1 LAP ,1:16.105,austria2015,Super,27.0,27.0
9,1 LAP ,1:14.563,austria2015,Soft,27.0,25.0
11,40.228 ,1:13.701,austria2015,Soft,28.0,28.0
13,41.378 ,1:13.699,austria2015,Soft,28.0,28.0
27,44.696 ,1:12.877,austria2015,Soft,28.0,3.0
77,46.199 ,1:12.998,austria2015,Soft,28.0,2.0
3,49.821 ,1:14.031,austria2015,Soft,28.0,28.0
33,54.988 ,1:13.639,austria2015,Soft,28.0,2.0
26,56.201 ,1:15.201,austria2015,Soft,28.0,27.0
8,58.008 ,1:13.103,austria2015,Soft,28.0,5.0
12,60.901 ,1:13.625,austria2015,Soft,28.0,4.0
55,62.664 ,1:13.496,austria2015,Soft,28.0,3.0
6,0,1:12.876,austria2015,Super,29.0,29.0
44,3.238 ,1:12.888,austria2015,Super,29.0,29.0
5,12.578 ,1:13.006,austria2015,Super,29.0,29.0
19,17.461 ,1:13.454,austria2015,Super,29.0,29.0
98,1 LAP ,1:15.926,austria2015,Super,28.0,28.0
9,1 LAP ,1:14.232,austria2015,Soft,28.0,26.0
11,40.765 ,1:13.413,austria2015,Soft,29.0,29.0
13,41.964 ,1:13.462,austria2015,Soft,29.0,29.0
27,44.701 ,1:12.881,austria2015,Soft,29.0,4.0
77,45.997 ,1:12.674,austria2015,Soft,29.0,3.0
3,50.807 ,1:13.862,austria2015,Soft,29.0,29.0
33,55.495 ,1:13.383,austria2015,Soft,29.0,3.0
26,57.598 ,1:14.273,austria2015,Soft,29.0,28.0
8,58.124 ,1:12.992,austria2015,Soft,29.0,6.0
12,61.320 ,1:13.295,austria2015,Soft,29.0,5.0
55,68.966 ,1:19.178,austria2015,Soft,29.0,4.0
6,0,1:12.914,austria2015,Super,30.0,30.0
44,2.761 ,1:12.437,austria2015,Super,30.0,30.0
5,12.409 ,1:12.745,austria2015,Super,30.0,30.0
19,17.724 ,1:13.177,austria2015,Super,30.0,30.0
98,1 LAP ,1:15.923,austria2015,Super,29.0,29.0
9,1 LAP ,1:14.073,austria2015,Soft,29.0,27.0
11,41.650 ,1:13.799,austria2015,Soft,30.0,30.0
13,42.583 ,1:13.533,austria2015,Soft,30.0,30.0
27,44.551 ,1:12.764,austria2015,Soft,30.0,5.0
77,45.702 ,1:12.619,austria2015,Soft,30.0,4.0
3,51.657 ,1:13.764,austria2015,Soft,30.0,30.0
33,55.534 ,1:12.953,austria2015,Soft,30.0,4.0
8,58.304 ,1:13.094,austria2015,Soft,30.0,7.0
26,59.797 ,1:15.113,austria2015,Soft,30.0,29.0
12,61.723 ,1:13.317,austria2015,Soft,30.0,6.0
6,0,1:13.175,austria2015,Super,31.0,31.0
44,2.210 ,1:12.624,austria2015,Super,31.0,31.0
55,1 LAP ,1:22.632,austria2015,Soft,30.0,5.0
5,12.410 ,1:13.176,austria2015,Super,31.0,31.0
19,18.210 ,1:13.661,austria2015,Super,31.0,31.0
98,1 LAP ,1:16.269,austria2015,Super,30.0,30.0
9,1 LAP ,1:14.080,austria2015,Soft,30.0,28.0
11,42.303 ,1:13.828,austria2015,Soft,31.0,31.0
13,43.070 ,1:13.662,austria2015,Soft,31.0,31.0
27,44.460 ,1:13.084,austria2015,Soft,31.0,6.0
77,45.376 ,1:12.849,austria2015,Soft,31.0,5.0
3,52.411 ,1:13.929,austria2015,Soft,31.0,31.0
33,55.587 ,1:13.228,austria2015,Soft,31.0,5.0
8,58.718 ,1:13.589,austria2015,Soft,31.0,8.0
26,61.084 ,1:14.462,austria2015,Soft,31.0,30.0
12,62.348 ,1:13.800,austria2015,Soft,31.0,7.0
44,0,1:12.906,austria2015,Super,32.0,32.0
6,PIT  ,1:17.160,austria2015,Super,32.0,32.0
5,10.275 ,1:12.981,austria2015,Super,32.0,32.0
55,1 LAP ,1:22.272,austria2015,Soft,31.0,6.0
19,16.864 ,1:13.770,austria2015,Super,32.0,32.0
98,1 LAP ,1:17.407,austria2015,Super,31.0,31.0
9,1 LAP ,1:14.204,austria2015,Soft,31.0,29.0
11,40.955 ,1:13.768,austria2015,Soft,32.0,32.0
13,42.026 ,1:14.072,austria2015,Soft,32.0,32.0
27,42.527 ,1:13.183,austria2015,Soft,32.0,7.0
77,43.266 ,1:13.006,austria2015,Soft,32.0,6.0
3,51.096 ,1:13.801,austria2015,Soft,32.0,32.0
33,53.716 ,1:13.245,austria2015,Soft,32.0,6.0
8,56.665 ,1:13.063,austria2015,Soft,32.0,9.0
26,60.172 ,1:14.204,austria2015,Soft,32.0,31.0
12,61.039 ,1:13.807,austria2015,Soft,32.0,8.0
44,0,1:12.543,austria2015,Super,33.0,33.0
5,10.611 ,1:12.879,austria2015,Super,33.0,33.0
6,19.202 ,1:29.701,austria2015,Soft,33.0,0.0
19,PIT  ,1:17.152,austria2015,Super,33.0,33.0
55,1 LAP ,1:23.885,austria2015,Soft,32.0,7.0
98,1 LAP ,1:16.575,austria2015,Super,32.0,32.0
9,1 LAP ,1:15.124,austria2015,Soft,32.0,30.0
11,42.198 ,1:13.786,austria2015,Soft,33.0,33.0
13,43.151 ,1:13.668,austria2015,Soft,33.0,33.0
27,43.740 ,1:13.756,austria2015,Soft,33.0,8.0
77,44.112 ,1:13.389,austria2015,Soft,33.0,7.0
3,52.271 ,1:13.718,austria2015,Soft,33.0,33.0
33,54.461 ,1:13.288,austria2015,Soft,33.0,7.0
8,57.003 ,1:12.881,austria2015,Soft,33.0,10.0
26,61.822 ,1:14.193,austria2015,Soft,33.0,32.0
12,62.489 ,1:13.993,austria2015,Soft,33.0,9.0
44,PIT  ,1:15.964,austria2015,Super,34.0,34.0
5,7.541 ,1:12.894,austria2015,Super,34.0,34.0
6,14.473 ,1:11.235,austria2015,Soft,34.0,1.0
55,1 LAP ,1:22.411,austria2015,Soft,33.0,8.0
19,36.074 ,1:30.565,austria2015,Soft,34.0,0.0
9,1 LAP ,1:15.500,austria2015,Soft,33.0,31.0
11,40.901 ,1:14.667,austria2015,Soft,34.0,34.0
13,41.245 ,1:14.058,austria2015,Soft,34.0,34.0
77,41.546 ,1:13.398,austria2015,Soft,34.0,8.0
27,42.261 ,1:14.485,austria2015,Soft,34.0,9.0
98,PIT  ,1:20.713,austria2015,Super,33.0,33.0
3,49.819 ,1:13.512,austria2015,Soft,34.0,34.0
33,51.695 ,1:13.198,austria2015,Soft,34.0,8.0
26,59.498 ,1:13.640,austria2015,Soft,34.0,33.0
12,60.436 ,1:13.911,austria2015,Soft,34.0,10.0
8,PIT  ,1:42.318,austria2015,Soft,34.0,11.0
5,PIT  ,1:16.958,austria2015,Super,35.0,35.0
6,1.638 ,1:11.664,austria2015,Soft,35.0,2.0
44,5.937 ,1:30.436,austria2015,Soft,35.0,0.0
19,23.779 ,1:12.204,austria2015,Soft,35.0,1.0
9,1 LAP ,1:14.426,austria2015,Soft,34.0,32.0
11,30.428 ,1:14.026,austria2015,Soft,35.0,35.0
13,31.454 ,1:14.708,austria2015,Soft,35.0,35.0
77,31.658 ,1:14.611,austria2015,Soft,35.0,9.0
27,32.247 ,1:14.485,austria2015,Soft,35.0,10.0
55,PIT  ,1:30.761,austria2015,Soft,34.0,9.0
3,39.017 ,1:13.697,austria2015,Soft,35.0,35.0
33,40.428 ,1:13.232,austria2015,Soft,35.0,9.0
26,48.716 ,1:13.717,austria2015,Soft,35.0,34.0
12,49.978 ,1:14.041,austria2015,Soft,35.0,11.0
98,1 LAP ,1:36.661,austria2015,Soft,34.0,0.0
6,0,1:11.973,austria2015,Soft,36.0,3.0
44,4.604 ,1:12.278,austria2015,Soft,36.0,1.0
19,22.265 ,1:12.097,austria2015,Soft,36.0,2.0
5,26.200 ,1:39.811,austria2015,Soft,36.0,0.0
9,1 LAP ,1:14.365,austria2015,Soft,35.0,33.0
11,30.674 ,1:13.857,austria2015,Soft,36.0,36.0
77,31.404 ,1:13.357,austria2015,Soft,36.0,10.0
27,33.086 ,1:14.450,austria2015,Soft,36.0,11.0
13,PIT  ,1:17.664,austria2015,Soft,36.0,36.0
3,39.347 ,1:13.941,austria2015,Soft,36.0,36.0
33,40.099 ,1:13.282,austria2015,Soft,36.0,10.0
26,49.401 ,1:14.296,austria2015,Soft,36.0,35.0
12,50.173 ,1:13.806,austria2015,Soft,36.0,12.0
98,1 LAP ,1:15.722,austria2015,Soft,35.0,1.0
6,0,1:11.705,austria2015,Soft,37.0,4.0
44,5.323 ,1:12.424,austria2015,Soft,37.0,2.0
19,22.561 ,1:12.001,austria2015,Soft,37.0,3.0
5,26.809 ,1:12.314,austria2015,Soft,37.0,1.0
9,1 LAP ,1:13.928,austria2015,Soft,36.0,34.0
77,34.023 ,1:14.324,austria2015,Soft,37.0,11.0
27,34.489 ,1:13.108,austria2015,Soft,37.0,12.0
11,PIT  ,1:17.809,austria2015,Soft,37.0,37.0
3,41.591 ,1:13.949,austria2015,Soft,37.0,37.0
33,42.056 ,1:13.662,austria2015,Soft,37.0,11.0
26,52.194 ,1:14.498,austria2015,Soft,37.0,36.0
12,52.803 ,1:14.335,austria2015,Soft,37.0,13.0
13,53.847 ,1:30.045,austria2015,Super,37.0,0.0
98,1 LAP ,1:15.292,austria2015,Soft,36.0,2.0
6,0,1:11.690,austria2015,Soft,38.0,5.0
44,5.454 ,1:11.821,austria2015,Soft,38.0,3.0
19,22.859 ,1:11.988,austria2015,Soft,38.0,4.0
5,26.958 ,1:11.839,austria2015,Soft,38.0,2.0
9,1 LAP ,1:13.586,austria2015,Soft,37.0,35.0
77,35.452 ,1:13.119,austria2015,Soft,38.0,12.0
27,36.186 ,1:13.387,austria2015,Soft,38.0,13.0
33,43.384 ,1:13.018,austria2015,Soft,38.0,12.0
3,44.230 ,1:14.329,austria2015,Soft,38.0,38.0
26,54.646 ,1:14.142,austria2015,Soft,38.0,37.0
12,55.291 ,1:14.178,austria2015,Soft,38.0,14.0
13,55.580 ,1:13.423,austria2015,Super,38.0,1.0
11,60.751 ,1:35.663,austria2015,Super,38.0,0.0
98,1 LAP ,1:15.192,austria2015,Soft,37.0,3.0
6,0,1:12.144,austria2015,Soft,39.0,6.0
44,5.647 ,1:12.337,austria2015,Soft,39.0,4.0
19,22.652 ,1:11.937,austria2015,Soft,39.0,5.0
5,26.883 ,1:12.069,austria2015,Soft,39.0,3.0
9,1 LAP ,1:13.682,austria2015,Soft,38.0,36.0
77,36.224 ,1:12.916,austria2015,Soft,39.0,13.0
27,37.302 ,1:13.260,austria2015,Soft,39.0,14.0
33,44.582 ,1:13.342,austria2015,Soft,39.0,13.0
3,46.212 ,1:14.126,austria2015,Soft,39.0,39.0
13,55.640 ,1:12.204,austria2015,Super,39.0,2.0
12,57.922 ,1:14.775,austria2015,Soft,39.0,15.0
26,58.400 ,1:15.898,austria2015,Soft,39.0,38.0
11,61.173 ,1:12.566,austria2015,Super,39.0,1.0
98,1 LAP ,1:15.589,austria2015,Soft,38.0,4.0
6,0,1:12.150,austria2015,Soft,40.0,7.0
44,5.925 ,1:12.428,austria2015,Soft,40.0,5.0
19,22.504 ,1:12.002,austria2015,Soft,40.0,6.0
5,26.631 ,1:11.898,austria2015,Soft,40.0,4.0
9,1 LAP ,1:14.057,austria2015,Soft,39.0,37.0
77,37.265 ,1:13.191,austria2015,Soft,40.0,14.0
27,38.415 ,1:13.263,austria2015,Soft,40.0,15.0
33,45.670 ,1:13.238,austria2015,Soft,40.0,14.0
3,47.908 ,1:13.846,austria2015,Soft,40.0,40.0
13,56.020 ,1:12.530,austria2015,Super,40.0,3.0
12,59.995 ,1:14.223,austria2015,Soft,40.0,16.0
26,60.689 ,1:14.439,austria2015,Soft,40.0,39.0
11,61.594 ,1:12.571,austria2015,Super,40.0,2.0
98,1 LAP ,1:15.035,austria2015,Soft,39.0,5.0
6,0,1:12.058,austria2015,Soft,41.0,8.0
44,6.348 ,1:12.481,austria2015,Soft,41.0,6.0
19,22.352 ,1:11.906,austria2015,Soft,41.0,7.0
5,26.464 ,1:11.891,austria2015,Soft,41.0,5.0
77,38.016 ,1:12.809,austria2015,Soft,41.0,15.0
27,39.880 ,1:13.523,austria2015,Soft,41.0,16.0
9,1 LAP ,1:16.031,austria2015,Soft,40.0,38.0
33,46.885 ,1:13.273,austria2015,Soft,41.0,15.0
3,49.605 ,1:13.755,austria2015,Soft,41.0,41.0
13,56.483 ,1:12.521,austria2015,Super,41.0,4.0
12,61.850 ,1:13.913,austria2015,Soft,41.0,17.0
26,62.958 ,1:14.327,austria2015,Soft,41.0,40.0
11,63.175 ,1:13.639,austria2015,Super,41.0,3.0
6,0,1:12.211,austria2015,Soft,42.0,9.0
98,2 LAPS ,1:16.537,austria2015,Soft,40.0,6.0
44,6.126 ,1:11.989,austria2015,Soft,42.0,7.0
19,22.030 ,1:11.889,austria2015,Soft,42.0,8.0
5,25.978 ,1:11.725,austria2015,Soft,42.0,6.0
77,38.551 ,1:12.746,austria2015,Soft,42.0,16.0
27,40.647 ,1:12.978,austria2015,Soft,42.0,17.0
9,1 LAP ,1:14.142,austria2015,Soft,41.0,39.0
33,47.778 ,1:13.104,austria2015,Soft,42.0,16.0
3,51.053 ,1:13.659,austria2015,Soft,42.0,42.0
13,57.034 ,1:12.762,austria2015,Super,42.0,5.0
12,63.249 ,1:13.610,austria2015,Soft,42.0,18.0
11,64.110 ,1:13.146,austria2015,Super,42.0,4.0
26,65.567 ,1:14.820,austria2015,Soft,42.0,41.0
6,0,1:11.991,austria2015,Soft,43.0,10.0
44,6.471 ,1:12.336,austria2015,Soft,43.0,8.0
98,2 LAPS ,1:16.247,austria2015,Soft,41.0,7.0
19,22.008 ,1:11.969,austria2015,Soft,43.0,9.0
5,25.486 ,1:11.499,austria2015,Soft,43.0,7.0
77,39.066 ,1:12.506,austria2015,Soft,43.0,17.0
27,41.533 ,1:12.877,austria2015,Soft,43.0,18.0
9,1 LAP ,1:14.036,austria2015,Soft,42.0,40.0
33,48.882 ,1:13.095,austria2015,Soft,43.0,17.0
3,52.779 ,1:13.717,austria2015,Soft,43.0,43.0
13,57.651 ,1:12.608,austria2015,Super,43.0,6.0
12,64.655 ,1:13.397,austria2015,Soft,43.0,19.0
11,65.227 ,1:13.108,austria2015,Super,43.0,5.0
26,67.518 ,1:13.942,austria2015,Soft,43.0,42.0
6,0,1:11.445,austria2015,Soft,44.0,11.0
44,6.789 ,1:11.763,austria2015,Soft,44.0,9.0
98,2 LAPS ,1:15.430,austria2015,Soft,42.0,8.0
19,22.404 ,1:11.841,austria2015,Soft,44.0,10.0
5,25.614 ,1:11.573,austria2015,Soft,44.0,8.0
77,40.513 ,1:12.892,austria2015,Soft,44.0,18.0
27,42.920 ,1:12.832,austria2015,Soft,44.0,19.0
33,50.513 ,1:13.076,austria2015,Soft,44.0,18.0
3,55.045 ,1:13.711,austria2015,Soft,44.0,44.0
13,59.410 ,1:13.204,austria2015,Super,44.0,7.0
9,1 LAP ,1:27.574,austria2015,Soft,43.0,41.0
12,66.820 ,1:13.610,austria2015,Soft,44.0,20.0
11,67.157 ,1:13.375,austria2015,Super,44.0,6.0
6,0,1:11.821,austria2015,Soft,45.0,12.0
26,PIT  ,1:18.166,austria2015,Soft,44.0,43.0
44,7.033 ,1:12.065,austria2015,Soft,45.0,10.0
98,2 LAPS ,1:15.340,austria2015,Soft,43.0,9.0
19,22.522 ,1:11.939,austria2015,Soft,45.0,11.0
5,25.580 ,1:11.787,austria2015,Soft,45.0,9.0
77,42.161 ,1:13.469,austria2015,Soft,45.0,19.0
27,44.264 ,1:13.165,austria2015,Soft,45.0,20.0
33,51.965 ,1:13.273,austria2015,Soft,45.0,19.0
3,56.835 ,1:13.611,austria2015,Soft,45.0,45.0
13,60.153 ,1:12.564,austria2015,Super,45.0,8.0
9,PIT  ,1:18.763,austria2015,Soft,44.0,42.0
11,68.617 ,1:13.281,austria2015,Super,45.0,7.0
12,70.019 ,1:15.020,austria2015,Soft,45.0,21.0
6,0,1:11.933,austria2015,Soft,46.0,13.0
44,7.016 ,1:11.916,austria2015,Soft,46.0,11.0
98,2 LAPS ,1:15.453,austria2015,Soft,44.0,10.0
26,1 LAP ,1:31.548,austria2015,Super,45.0,0.0
19,22.935 ,1:12.346,austria2015,Soft,46.0,12.0
5,25.636 ,1:11.989,austria2015,Soft,46.0,10.0
77,42.910 ,1:12.682,austria2015,Soft,46.0,20.0
27,45.347 ,1:13.016,austria2015,Soft,46.0,21.0
33,53.008 ,1:12.976,austria2015,Soft,46.0,20.0
