NO,GAP,TIME,LAP,TIRE,TRACK,YEAR,RACE,SAFETY,STINT_LAP
14,29.912,102.712,10,Soft,bahrain,2015,4,0,25
14,32.637,103.093,11,Soft,bahrain,2015,4,0,26
14,35.855,104.581,12,Soft,bahrain,2015,4,0,27
14,PIT,106.103,13,Soft,bahrain,2015,4,0,1
14,61.937,121.883,14,Soft,bahrain,2015,4,0,1
14,58.987,100.927,15,Soft,bahrain,2015,4,0,2
14,52.539,100.741,16,Soft,bahrain,2015,4,0,3
14,49.521,101.146,17,Soft,bahrain,2015,4,0,4
14,46.738,102.74,18,Soft,bahrain,2015,4,0,5
14,48.875,101.421,19,Soft,bahrain,2015,4,0,6
14,51.125,101.644,20,Soft,bahrain,2015,4,0,7
14,54.043,101.737,21,Soft,bahrain,2015,4,0,8
14,56.821,101.801,22,Soft,bahrain,2015,4,0,9
14,59.488,101.752,23,Soft,bahrain,2015,4,0,10
14,62.270,101.943,24,Soft,bahrain,2015,4,0,11
14,64.966,101.615,25,Medium,bahrain,2015,4,0,12
14,67.604,101.823,26,Medium,bahrain,2015,4,0,13
14,70.471,102.275,27,Medium,bahrain,2015,4,0,14
14,72.575,101.46,28,Medium,bahrain,2015,4,0,15
14,75.064,101.942,29,Medium,bahrain,2015,4,0,16
14,77.703,102.172,30,Medium,bahrain,2015,4,0,17
14,80.825,102.573,31,Medium,bahrain,2015,4,0,18
14,83.507,102.233,32,Medium,bahrain,2015,4,0,19
14,83.344,102.054,33,Medium,bahrain,2015,4,0,20
14,78.556,102.137,34,Medium,bahrain,2015,4,0,21
14,PIT,104.509,35,Medium,bahrain,2015,4,0,1
14,1 LAP,120.291,36,Medium,bahrain,2015,4,0,1
14,1 LAP,99.326,37,Medium,bahrain,2015,4,0,2
14,99.495,98.992,38,Medium,bahrain,2015,4,0,3
14,98.103,99.292,39,Medium,bahrain,2015,4,0,4
14,1 LAP,100.936,40,Medium,bahrain,2015,4,0,5
14,1 LAP,99.554,41,Medium,bahrain,2015,4,0,6
14,1 LAP,99.394,42,Medium,bahrain,2015,4,0,7
14,1 LAP,99.152,43,Medium,bahrain,2015,4,0,8
14,1 LAP,99.445,44,Medium,bahrain,2015,4,0,9
14,1 LAP,100.026,45,Medium,bahrain,2015,4,0,10
14,1 LAP,100.297,46,Medium,bahrain,2015,4,0,11
14,1 LAP,99.989,47,Medium,bahrain,2015,4,0,12
14,1 LAP,100.198,48,Medium,bahrain,2015,4,0,13
14,1 LAP,100.845,49,Medium,bahrain,2015,4,0,14
14,1 LAP,100.329,50,Medium,bahrain,2015,4,0,15
14,1 LAP,100.128,51,Medium,bahrain,2015,4,0,16
14,1 LAP,100.089,52,Medium,bahrain,2015,4,0,17
14,1 LAP,99.943,53,Medium,bahrain,2015,4,0,18
14,1 LAP,99.91,54,Medium,bahrain,2015,4,0,19
14,1 LAP,100.124,55,Medium,bahrain,2015,4,0,20
14,1 LAP,99.826,56,Medium,bahrain,2015,4,0,21
19,9.799,111.189,1,Soft,bahrain,2015,4,0,22
19,12.731,101.887,2,Soft,bahrain,2015,4,0,23
19,15.455,101.981,3,Soft,bahrain,2015,4,0,24
19,17.449,101.596,4,Soft,bahrain,2015,4,0,25
19,18.843,101.475,5,Soft,bahrain,2015,4,0,26
19,20.608,101.771,6,Soft,bahrain,2015,4,0,27
19,22.345,101.893,7,Soft,bahrain,2015,4,0,28
19,24.663,102.477,8,Soft,bahrain,2015,4,0,29
19,26.599,102.383,9,Soft,bahrain,2015,4,0,30
19,PIT,105.864,10,Soft,bahrain,2015,4,0,1
19,51.909,120.121,11,Soft,bahrain,2015,4,0,1
19,49.640,99.094,12,Soft,bahrain,2015,4,0,2
19,48.334,99.475,13,Soft,bahrain,2015,4,0,3
19,47.411,100.2,14,Soft,bahrain,2015,4,0,4
19,44.054,100.52,15,Soft,bahrain,2015,4,0,5
19,37.565,100.7,16,Soft,bahrain,2015,4,0,6
19,34.124,100.723,17,Soft,bahrain,2015,4,0,7
19,29.827,101.226,18,Soft,bahrain,2015,4,0,8
19,31.712,101.169,19,Soft,bahrain,2015,4,0,9
19,33.632,101.314,20,Soft,bahrain,2015,4,0,10
19,36.394,101.581,21,Soft,bahrain,2015,4,0,11
19,39.276,101.905,22,Soft,bahrain,2015,4,0,12
19,42.453,102.262,23,Soft,bahrain,2015,4,0,13
19,PIT,106.002,24,Soft,bahrain,2015,4,0,1
19,71.412,121.037,25,Soft,bahrain,2015,4,0,1
19,71.706,99.479,26,Soft,bahrain,2015,4,0,2
19,72.672,100.374,27,Soft,bahrain,2015,4,0,3
19,73.566,100.25,28,Soft,bahrain,2015,4,0,4
19,75.194,101.081,29,Soft,bahrain,2015,4,0,5
19,75.714,100.053,30,Soft,bahrain,2015,4,0,6
19,76.800,100.537,31,Soft,bahrain,2015,4,0,7
19,77.659,100.41,32,Soft,bahrain,2015,4,0,8
19,76.217,100.775,33,Soft,bahrain,2015,4,0,9
19,69.273,99.981,34,Soft,bahrain,2015,4,0,10
19,66.747,100.513,35,Medium,bahrain,2015,4,0,11
19,67.333,100.47,36,Medium,bahrain,2015,4,0,12
19,67.927,100.185,37,Medium,bahrain,2015,4,0,13
19,68.565,100.303,38,Medium,bahrain,2015,4,0,14
19,68.313,100.432,39,Medium,bahrain,2015,4,0,15
19,69.080,100.292,40,Medium,bahrain,2015,4,0,16
19,70.508,100.547,41,Medium,bahrain,2015,4,0,17
19,72.238,100.651,42,Medium,bahrain,2015,4,0,18
19,73.877,100.476,43,Medium,bahrain,2015,4,0,19
19,75.869,100.584,44,Medium,bahrain,2015,4,0,20
19,77.865,100.592,45,Medium,bahrain,2015,4,0,21
19,79.798,100.466,46,Medium,bahrain,2015,4,0,22
19,82.412,100.973,47,Medium,bahrain,2015,4,0,23
19,84.725,100.818,48,Medium,bahrain,2015,4,0,24
19,88.312,101.774,49,Medium,bahrain,2015,4,0,25
19,92.238,102.001,50,Medium,bahrain,2015,4,0,26
19,95.271,101.618,51,Medium,bahrain,2015,4,0,27
19,97.873,101.52,52,Medium,bahrain,2015,4,0,28
19,1 LAP,102.878,53,Medium,bahrain,2015,4,0,29
19,1 LAP,104.805,54,Medium,bahrain,2015,4,0,30
19,1 LAP,102.922,55,Medium,bahrain,2015,4,0,31
19,1 LAP,103.08,56,Medium,bahrain,2015,4,0,32
26,9.174,110.564,1,Soft,bahrain,2015,4,0,33
26,13.566,103.347,2,Soft,bahrain,2015,4,0,34
26,16.072,101.763,3,Soft,bahrain,2015,4,0,35
26,19.017,102.547,4,Soft,bahrain,2015,4,0,36
26,21.019,102.083,5,Soft,bahrain,2015,4,0,37
26,24.094,103.081,6,Soft,bahrain,2015,4,0,38
26,25.313,101.375,7,Soft,bahrain,2015,4,0,39
26,27.167,102.013,8,Soft,bahrain,2015,4,0,40
26,28.895,102.175,9,Soft,bahrain,2015,4,0,41
26,31.001,102.413,10,Soft,bahrain,2015,4,0,42
26,32.942,102.309,11,Soft,bahrain,2015,4,0,43
26,34.640,103.061,12,Soft,bahrain,2015,4,0,44
26,36.684,102.825,13,Soft,bahrain,2015,4,0,45
26,38.171,102.61,14,Soft,bahrain,2015,4,0,46
26,PIT,105.467,15,Soft,bahrain,2015,4,0,1
26,54.703,122.131,16,Soft,bahrain,2015,4,0,1
26,50.002,99.463,17,Soft,bahrain,2015,4,0,2
26,45.551,101.072,18,Soft,bahrain,2015,4,0,3
26,46.441,100.174,19,Soft,bahrain,2015,4,0,4
26,46.978,99.931,20,Soft,bahrain,2015,4,0,5
26,48.386,100.227,21,Soft,bahrain,2015,4,0,6
26,50.157,100.794,22,Soft,bahrain,2015,4,0,7
26,51.427,100.355,23,Soft,bahrain,2015,4,0,8
26,52.589,100.323,24,Soft,bahrain,2015,4,0,9
26,54.354,100.684,25,Soft,bahrain,2015,4,0,10
26,55.814,100.645,26,Medium,bahrain,2015,4,0,11
26,57.455,101.049,27,Medium,bahrain,2015,4,0,12
26,59.182,101.083,28,Medium,bahrain,2015,4,0,13
26,60.892,101.163,29,Medium,bahrain,2015,4,0,14
26,62.719,101.36,30,Medium,bahrain,2015,4,0,15
26,64.887,101.619,31,Medium,bahrain,2015,4,0,16
26,67.216,101.88,32,Medium,bahrain,2015,4,0,17
26,67.024,102.025,33,Medium,bahrain,2015,4,0,18
26,PIT,105.112,34,Medium,bahrain,2015,4,0,1
26,83.487,121.315,35,Medium,bahrain,2015,4,0,1
26,82.328,98.725,36,Medium,bahrain,2015,4,0,2
26,81.904,99.167,37,Medium,bahrain,2015,4,0,3
26,81.670,99.431,38,Medium,bahrain,2015,4,0,4
26,80.701,99.715,39,Medium,bahrain,2015,4,0,5
26,80.755,99.579,40,Medium,bahrain,2015,4,0,6
26,81.941,100.305,41,Medium,bahrain,2015,4,0,7
26,82.539,99.519,42,Medium,bahrain,2015,4,0,8
26,83.426,99.724,43,Medium,bahrain,2015,4,0,9
26,85.312,100.478,44,Medium,bahrain,2015,4,0,10
26,86.664,99.948,45,Medium,bahrain,2015,4,0,11
26,87.730,99.599,46,Medium,bahrain,2015,4,0,12
26,89.523,100.152,47,Medium,bahrain,2015,4,0,13
26,90.994,99.976,48,Medium,bahrain,2015,4,0,14
26,92.614,99.807,49,Medium,bahrain,2015,4,0,15
26,94.583,100.044,50,Medium,bahrain,2015,4,0,16
26,96.543,100.545,51,Medium,bahrain,2015,4,0,17
26,1 LAP,102.765,52,Medium,bahrain,2015,4,0,18
26,1 LAP,100.759,53,Medium,bahrain,2015,4,0,19
26,1 LAP,103.129,54,Medium,bahrain,2015,4,0,20
26,1 LAP,100.835,55,Medium,bahrain,2015,4,0,21
26,1 LAP,100.339,56,Medium,bahrain,2015,4,0,22
27,4.635,106.025,1,Soft,bahrain,2015,4,0,23
27,6.940,101.26,2,Soft,bahrain,2015,4,0,24
27,9.021,101.338,3,Soft,bahrain,2015,4,0,25
27,10.862,101.443,4,Soft,bahrain,2015,4,0,26
27,12.331,101.55,5,Soft,bahrain,2015,4,0,27
27,13.955,101.63,6,Soft,bahrain,2015,4,0,28
27,15.711,101.912,7,Medium,bahrain,2015,4,0,29
27,17.627,102.075,8,Medium,bahrain,2015,4,0,30
27,19.366,102.186,9,Medium,bahrain,2015,4,0,31
27,PIT,104.82,10,Medium,bahrain,2015,4,0,1
27,46.079,122.568,11,Medium,bahrain,2015,4,0,1
27,45.033,100.317,12,Medium,bahrain,2015,4,0,2
27,44.674,100.422,13,Medium,bahrain,2015,4,0,3
27,45.140,101.589,14,Medium,bahrain,2015,4,0,4
27,43.049,101.786,15,Medium,bahrain,2015,4,0,5
27,36.800,100.94,16,Medium,bahrain,2015,4,0,6
27,33.385,100.749,17,Medium,bahrain,2015,4,0,7
27,29.005,101.143,18,Medium,bahrain,2015,4,0,8
27,30.812,101.091,19,Medium,bahrain,2015,4,0,9
27,32.812,101.394,20,Medium,bahrain,2015,4,0,10
27,35.498,101.505,21,Medium,bahrain,2015,4,0,11
27,38.228,101.753,22,Medium,bahrain,2015,4,0,12
27,41.123,101.98,23,Medium,bahrain,2015,4,0,13
27,44.179,102.217,24,Medium,bahrain,2015,4,0,14
27,PIT,104.907,25,Medium,bahrain,2015,4,0,1
27,70.960,119.978,26,Medium,bahrain,2015,4,0,1
27,71.628,100.076,27,Medium,bahrain,2015,4,0,2
27,72.924,100.652,28,Medium,bahrain,2015,4,0,3
27,73.273,99.802,29,Medium,bahrain,2015,4,0,4
27,73.926,100.186,30,Medium,bahrain,2015,4,0,5
27,75.638,101.163,31,Soft,bahrain,2015,4,0,6
27,76.833,100.746,32,Soft,bahrain,2015,4,0,7
27,77.446,102.83,33,Soft,bahrain,2015,4,0,8
27,72.544,102.023,34,Soft,bahrain,2015,4,0,9
27,71.396,101.891,35,Soft,bahrain,2015,4,0,10
27,73.149,101.637,36,Soft,bahrain,2015,4,0,11
27,75.204,101.646,37,Soft,bahrain,2015,4,0,12
27,PIT,104.108,38,Soft,bahrain,2015,4,0,1
27,1 LAP,122.738,39,Soft,bahrain,2015,4,0,1
27,1 LAP,98.653,40,Soft,bahrain,2015,4,0,2
27,1 LAP,99.201,41,Soft,bahrain,2015,4,0,3
27,1 LAP,99.467,42,Soft,bahrain,2015,4,0,4
27,1 LAP,99.583,43,Soft,bahrain,2015,4,0,5
27,1 LAP,99.584,44,Soft,bahrain,2015,4,0,6
27,1 LAP,100.817,45,Soft,bahrain,2015,4,0,7
27,1 LAP,99.927,46,Soft,bahrain,2015,4,0,8
27,1 LAP,100.474,47,Soft,bahrain,2015,4,0,9
27,1 LAP,100.854,48,Soft,bahrain,2015,4,0,10
27,1 LAP,100.75,49,Soft,bahrain,2015,4,0,11
27,1 LAP,101.579,50,Soft,bahrain,2015,4,0,12
27,1 LAP,100.526,51,Soft,bahrain,2015,4,0,13
27,1 LAP,100.427,52,Soft,bahrain,2015,4,0,14
27,1 LAP,100.606,53,Soft,bahrain,2015,4,0,15
27,1 LAP,100.641,54,Soft,bahrain,2015,4,0,16
27,1 LAP,100.752,55,Soft,bahrain,2015,4,0,17
27,1 LAP,101.27,56,Soft,bahrain,2015,4,0,18
28,11.730,113.12,1,Soft,bahrain,2015,4,0,19
28,17.800,105.025,2,Soft,bahrain,2015,4,0,20
28,22.684,104.141,3,Soft,bahrain,2015,4,0,21
28,27.264,104.182,4,Soft,bahrain,2015,4,0,22
28,32.097,104.914,5,Soft,bahrain,2015,4,0,23
28,36.729,104.638,6,Soft,bahrain,2015,4,0,24
28,41.339,104.766,7,Soft,bahrain,2015,4,0,25
28,45.718,104.538,8,Soft,bahrain,2015,4,0,26
28,50.001,104.73,9,Soft,bahrain,2015,4,0,27
28,54.341,104.647,10,Soft,bahrain,2015,4,0,28
28,59.275,105.302,11,Soft,bahrain,2015,4,0,29
28,63.968,106.056,12,Medium,bahrain,2015,4,0,30
28,69.065,105.878,13,Medium,bahrain,2015,4,0,31
28,74.353,106.411,14,Medium,bahrain,2015,4,0,32
28,76.433,105.957,15,Medium,bahrain,2015,4,0,33
28,75.309,106.065,16,Medium,bahrain,2015,4,0,34
28,77.386,106.241,17,Medium,bahrain,2015,4,0,35
28,78.699,106.836,18,Medium,bahrain,2015,4,0,36
28,PIT,109.973,19,Medium,bahrain,2015,4,0,1
28,1 LAP,127.458,20,Medium,bahrain,2015,4,0,1
28,1 LAP,102.514,21,Medium,bahrain,2015,4,0,2
28,1 LAP,102.568,22,Medium,bahrain,2015,4,0,3
28,1 LAP,102.968,23,Medium,bahrain,2015,4,0,4
28,1 LAP,102.552,24,Medium,bahrain,2015,4,0,5
28,1 LAP,102.6,25,Medium,bahrain,2015,4,0,6
28,1 LAP,102.852,26,Medium,bahrain,2015,4,0,7
28,1 LAP,104.018,27,Medium,bahrain,2015,4,0,8
28,1 LAP,102.916,28,Medium,bahrain,2015,4,0,9
28,1 LAP,103.356,29,Medium,bahrain,2015,4,0,10
28,1 LAP,103.343,30,Medium,bahrain,2015,4,0,11
28,1 LAP,103.243,31,Medium,bahrain,2015,4,0,12
28,1 LAP,104.152,32,Medium,bahrain,2015,4,0,13
28,PIT,107.293,33,Medium,bahrain,2015,4,0,1
28,1 LAP,126.645,34,Medium,bahrain,2015,4,0,1
28,1 LAP,102.219,35,Medium,bahrain,2015,4,0,2
28,1 LAP,101.759,36,Soft,bahrain,2015,4,0,3
28,1 LAP,102.21,37,Soft,bahrain,2015,4,0,4
28,1 LAP,102.771,38,Soft,bahrain,2015,4,0,5
28,1 LAP,102.717,39,Soft,bahrain,2015,4,0,6
28,2 LAPS,107.806,40,Soft,bahrain,2015,4,0,7
28,2 LAPS,104.123,41,Soft,bahrain,2015,4,0,8
28,2 LAPS,103.933,42,Soft,bahrain,2015,4,0,9
28,2 LAPS,102.857,43,Soft,bahrain,2015,4,0,10
28,2 LAPS,103.453,44,Soft,bahrain,2015,4,0,11
28,2 LAPS,103.26,45,Soft,bahrain,2015,4,0,12
28,2 LAPS,103.733,46,Soft,bahrain,2015,4,0,13
28,2 LAPS,104.412,47,Medium,bahrain,2015,4,0,14
28,2 LAPS,103.339,48,Medium,bahrain,2015,4,0,15
28,2 LAPS,103.54,49,Medium,bahrain,2015,4,0,16
28,2 LAPS,103.364,50,Medium,bahrain,2015,4,0,17
28,2 LAPS,103.842,51,Medium,bahrain,2015,4,0,18
28,2 LAPS,104.335,52,Medium,bahrain,2015,4,0,19
28,2 LAPS,103.53,53,Medium,bahrain,2015,4,0,20
28,2 LAPS,104.417,54,Medium,bahrain,2015,4,0,21
28,2 LAPS,106.38,55,Medium,bahrain,2015,4,0,22
33,8.505,109.895,1,Medium,bahrain,2015,4,0,23
33,11.559,102.009,2,Medium,bahrain,2015,4,0,24
33,14.472,102.17,3,Medium,bahrain,2015,4,0,25
33,17.066,102.196,4,Medium,bahrain,2015,4,0,26
33,20.281,103.296,5,Medium,bahrain,2015,4,0,27
33,PIT,106.696,6,Medium,bahrain,2015,4,0,1
33,62.978,136.163,7,Medium,bahrain,2015,4,0,1
33,63.801,100.982,8,Medium,bahrain,2015,4,0,2
33,64.611,101.257,9,Medium,bahrain,2015,4,0,3
33,66.101,101.797,10,Soft,bahrain,2015,4,0,4
33,67.564,101.831,11,Soft,bahrain,2015,4,0,5
33,69.314,103.113,12,Soft,bahrain,2015,4,0,6
33,70.205,101.672,13,Soft,bahrain,2015,4,0,7
33,72.370,103.288,14,Soft,bahrain,2015,4,0,8
33,71.442,102.949,15,Soft,bahrain,2015,4,0,9
33,66.265,102.012,16,Soft,bahrain,2015,4,0,10
33,64.000,101.899,17,Soft,bahrain,2015,4,0,11
33,60.705,102.228,18,Soft,bahrain,2015,4,0,12
33,63.233,101.812,19,Soft,bahrain,2015,4,0,13
33,65.817,101.978,20,Soft,bahrain,2015,4,0,14
33,68.782,101.784,21,Soft,bahrain,2015,4,0,15
33,71.527,101.768,22,Soft,bahrain,2015,4,0,16
33,74.244,101.802,23,Soft,bahrain,2015,4,0,17
33,76.761,101.678,24,Soft,bahrain,2015,4,0,18
33,79.624,101.782,25,Soft,bahrain,2015,4,0,19
33,82.439,102.0,26,Soft,bahrain,2015,4,0,20
33,85.122,102.091,27,Soft,bahrain,2015,4,0,21
33,88.362,102.596,28,Soft,bahrain,2015,4,0,22
33,91.548,102.639,29,Soft,bahrain,2015,4,0,23
33,PIT,104.937,30,Soft,bahrain,2015,4,0,1
33,1 LAP,123.456,31,Soft,bahrain,2015,4,0,1
33,1 LAP,99.607,32,Soft,bahrain,2015,4,0,2
33,1 LAP,99.812,33,Soft,bahrain,2015,4,0,3
33,PIT,116.809,34,Soft,bahrain,2015,4,0,1
44,0,101.39,1,Soft,bahrain,2015,4,0,1
44,0,98.955,2,Soft,bahrain,2015,4,0,2
44,0,99.257,3,Soft,bahrain,2015,4,0,3
44,0,99.602,4,Soft,bahrain,2015,4,0,4
44,0,100.081,5,Soft,bahrain,2015,4,0,5
44,0,100.006,6,Soft,bahrain,2015,4,0,6
44,0,100.156,7,Soft,bahrain,2015,4,0,7
44,0,100.159,8,Soft,bahrain,2015,4,0,8
44,0,100.447,9,Medium,bahrain,2015,4,0,9
44,0,100.307,10,Medium,bahrain,2015,4,0,10
44,0,100.368,11,Medium,bahrain,2015,4,0,11
44,0,101.363,12,Medium,bahrain,2015,4,0,12
44,0,100.781,13,Medium,bahrain,2015,4,0,13
44,0,101.123,14,Medium,bahrain,2015,4,0,14
44,PIT,103.877,15,Medium,bahrain,2015,4,0,1
44,12.481,119.67,16,Medium,bahrain,2015,4,0,1
44,6.462,98.145,17,Medium,bahrain,2015,4,0,2
44,0,99.061,18,Medium,bahrain,2015,4,0,3
44,0,99.284,19,Medium,bahrain,2015,4,0,4
44,0,99.394,20,Medium,bahrain,2015,4,0,5
44,0,98.819,21,Medium,bahrain,2015,4,0,6
44,0,99.023,22,Medium,bahrain,2015,4,0,7
44,0,99.085,23,Medium,bahrain,2015,4,0,8
44,0,99.161,24,Medium,bahrain,2015,4,0,9
44,0,98.919,25,Medium,bahrain,2015,4,0,10
44,0,99.185,26,Medium,bahrain,2015,4,0,11
44,0,99.408,27,Medium,bahrain,2015,4,0,12
44,0,99.356,28,Medium,bahrain,2015,4,0,13
44,0,99.453,29,Medium,bahrain,2015,4,0,14
44,0,99.533,30,Medium,bahrain,2015,4,0,15
44,0,99.451,31,Medium,bahrain,2015,4,0,16
44,0,99.551,32,Medium,bahrain,2015,4,0,17
44,PIT,102.217,33,Medium,bahrain,2015,4,0,1
44,11.866,118.791,34,Medium,bahrain,2015,4,0,1
44,7.044,98.217,35,Medium,bahrain,2015,4,0,2
44,5.402,98.242,36,Medium,bahrain,2015,4,0,3
44,3.717,97.906,37,Medium,bahrain,2015,4,0,4
44,1.909,97.857,38,Medium,bahrain,2015,4,0,5
44,0.234,99.009,39,Medium,bahrain,2015,4,0,6
44,0,99.291,40,Medium,bahrain,2015,4,0,7
44,0,99.119,41,Medium,bahrain,2015,4,0,8
44,0,98.921,42,Medium,bahrain,2015,4,0,9
44,0,98.837,43,Soft,bahrain,2015,4,0,10
44,0,98.592,44,Soft,bahrain,2015,4,0,11
44,0,98.596,45,Soft,bahrain,2015,4,0,12
44,0,98.533,46,Soft,bahrain,2015,4,0,13
44,0,98.359,47,Soft,bahrain,2015,4,0,14
44,0,98.505,48,Soft,bahrain,2015,4,0,15
44,0,98.187,49,Soft,bahrain,2015,4,0,16
44,0,98.075,50,Soft,bahrain,2015,4,0,17
44,0,98.585,51,Soft,bahrain,2015,4,0,18
44,0,98.918,52,Soft,bahrain,2015,4,0,19
44,0,98.928,53,Soft,bahrain,2015,4,0,20
44,0,98.716,54,Soft,bahrain,2015,4,0,21
44,0,98.654,55,Soft,bahrain,2015,4,0,22
44,0,99.537,56,Soft,bahrain,2015,4,0,23
44,0,100.847,57,Soft,bahrain,2015,4,0,24
55,6.308,107.698,1,Soft,bahrain,2015,4,0,25
55,8.891,101.538,2,Soft,bahrain,2015,4,0,26
55,11.211,101.577,3,Soft,bahrain,2015,4,0,27
55,13.375,101.766,4,Soft,bahrain,2015,4,0,28
55,15.124,101.83,5,Soft,bahrain,2015,4,0,29
55,17.032,101.914,6,Soft,bahrain,2015,4,0,30
55,19.116,102.24,7,Soft,bahrain,2015,4,0,31
55,21.396,102.439,8,Soft,bahrain,2015,4,0,32
55,24.799,103.85,9,Soft,bahrain,2015,4,0,33
55,27.509,103.017,10,Soft,bahrain,2015,4,0,34
55,PIT,107.627,11,Soft,bahrain,2015,4,0,1
55,63.997,130.592,12,Soft,bahrain,2015,4,0,1
55,63.867,100.651,13,Soft,bahrain,2015,4,0,2
55,63.862,101.118,14,Soft,bahrain,2015,4,0,3
55,60.831,100.846,15,Soft,bahrain,2015,4,0,4
55,54.588,100.946,16,Soft,bahrain,2015,4,0,5
55,52.010,101.586,17,Soft,bahrain,2015,4,0,6
55,47.841,101.354,18,Soft,bahrain,2015,4,0,7
55,50.231,101.674,19,Soft,bahrain,2015,4,0,8
55,52.616,101.779,20,Soft,bahrain,2015,4,0,9
55,55.527,101.73,21,Soft,bahrain,2015,4,0,10
55,58.322,101.818,22,Soft,bahrain,2015,4,0,11
55,61.324,102.087,23,Soft,bahrain,2015,4,0,12
55,63.660,101.497,24,Soft,bahrain,2015,4,0,13
55,66.507,101.766,25,Soft,bahrain,2015,4,0,14
55,69.084,101.762,26,Soft,bahrain,2015,4,0,15
55,73.322,103.646,27,Soft,bahrain,2015,4,0,16
55,77.572,103.606,28,Soft,bahrain,2015,4,0,17
55,PIT,104.928,29,Soft,bahrain,2015,4,0,1
77,3.042,104.432,1,Soft,bahrain,2015,4,0,1
77,4.389,100.302,2,Soft,bahrain,2015,4,0,2
77,5.036,99.904,3,Soft,bahrain,2015,4,0,3
77,6.535,101.101,4,Soft,bahrain,2015,4,0,4
77,7.256,100.802,5,Soft,bahrain,2015,4,0,5
77,8.464,101.214,6,Soft,bahrain,2015,4,0,6
77,9.231,100.923,7,Soft,bahrain,2015,4,0,7
77,10.369,101.297,8,Soft,bahrain,2015,4,0,8
77,11.243,101.321,9,Soft,bahrain,2015,4,0,9
77,12.355,101.419,10,Soft,bahrain,2015,4,0,10
77,13.508,101.521,11,Soft,bahrain,2015,4,0,11
77,13.843,101.698,12,Soft,bahrain,2015,4,0,12
77,15.124,102.062,13,Soft,bahrain,2015,4,0,13
77,PIT,105.572,14,Soft,bahrain,2015,4,0,1
77,36.714,121.018,15,Soft,bahrain,2015,4,0,1
77,27.620,98.095,16,Soft,bahrain,2015,4,0,2
77,22.112,98.656,17,Soft,bahrain,2015,4,0,3
77,15.468,98.879,18,Soft,bahrain,2015,4,0,4
77,15.244,99.06,19,Soft,bahrain,2015,4,0,5
77,14.894,99.044,20,Soft,bahrain,2015,4,0,6
77,15.707,99.632,21,Soft,bahrain,2015,4,0,7
77,16.396,99.712,22,Soft,bahrain,2015,4,0,8
77,17.345,100.034,23,Soft,bahrain,2015,4,0,9
77,18.327,100.143,24,Soft,bahrain,2015,4,0,10
77,19.512,100.104,25,Soft,bahrain,2015,4,0,11
77,20.798,100.471,26,Soft,bahrain,2015,4,0,12
77,21.838,100.448,27,Soft,bahrain,2015,4,0,13
77,23.048,100.566,28,Soft,bahrain,2015,4,0,14
77,24.154,100.559,29,Soft,bahrain,2015,4,0,15
77,25.525,100.904,30,Soft,bahrain,2015,4,0,16
77,27.353,101.279,31,Soft,bahrain,2015,4,0,17
77,29.632,101.83,32,Soft,bahrain,2015,4,0,18
77,PIT,105.08,33,Soft,bahrain,2015,4,0,1
77,44.248,118.678,34,Soft,bahrain,2015,4,0,1
77,39.719,98.51,35,Soft,bahrain,2015,4,0,2
77,38.978,99.143,36,Soft,bahrain,2015,4,0,3
77,38.514,99.127,37,Medium,bahrain,2015,4,0,4
77,37.626,98.777,38,Medium,bahrain,2015,4,0,5
77,35.844,98.902,39,Medium,bahrain,2015,4,0,6
77,35.063,98.744,40,Medium,bahrain,2015,4,0,7
77,34.584,98.64,41,Medium,bahrain,2015,4,0,8
77,34.343,98.68,42,Medium,bahrain,2015,4,0,9
77,34.468,98.962,43,Medium,bahrain,2015,4,0,10
77,34.797,98.921,44,Medium,bahrain,2015,4,0,11
77,35.095,98.894,45,Medium,bahrain,2015,4,0,12
77,35.440,98.878,46,Medium,bahrain,2015,4,0,13
77,36.519,99.438,47,Medium,bahrain,2015,4,0,14
77,37.505,99.491,48,Medium,bahrain,2015,4,0,15
77,38.568,99.25,49,Medium,bahrain,2015,4,0,16
77,39.868,99.375,50,Medium,bahrain,2015,4,0,17
77,40.804,99.521,51,Medium,bahrain,2015,4,0,18
77,41.343,99.457,52,Medium,bahrain,2015,4,0,19
77,41.840,99.425,53,Medium,bahrain,2015,4,0,20
77,42.916,99.792,54,Medium,bahrain,2015,4,0,21
77,43.997,99.735,55,Medium,bahrain,2015,4,0,22
77,44.002,99.542,56,Medium,bahrain,2015,4,0,23
77,42.957,99.802,57,Soft,bahrain,2015,4,0,24
98,11.666,113.056,1,Soft,bahrain,2015,4,0,25
98,17.170,104.459,2,Soft,bahrain,2015,4,0,26
98,22.023,104.11,3,Soft,bahrain,2015,4,0,27
98,26.699,104.278,4,Soft,bahrain,2015,4,0,28
98,31.585,104.967,5,Soft,bahrain,2015,4,0,29
98,37.582,106.003,6,Soft,bahrain,2015,4,0,30
98,42.452,105.026,7,Soft,bahrain,2015,4,0,31
98,47.752,105.459,8,Soft,bahrain,2015,4,0,32
98,52.581,105.276,9,Soft,bahrain,2015,4,0,33
98,57.867,105.593,10,Soft,bahrain,2015,4,0,34
98,64.112,106.613,11,Soft,bahrain,2015,4,0,35
98,69.316,106.567,12,Soft,bahrain,2015,4,0,36
98,75.496,106.961,13,Soft,bahrain,2015,4,0,37
98,81.432,107.059,14,Soft,bahrain,2015,4,0,38
98,84.955,107.4,15,Soft,bahrain,2015,4,0,39
