NO,GAP,TIME,LAP,TIRE,TRACK,YEAR,RACE,SAFETY,STINT_LAP
3,6.860,103.776,1,Super,australia,2016,1,0,1
3,9.466,94.27,2,Super,australia,2016,1,0,2
3,11.249,93.95,3,Super,australia,2016,1,0,3
3,13.149,93.914,4,Super,australia,2016,1,0,4
3,13.891,93.015,5,Super,australia,2016,1,0,5
3,14.270,92.583,6,Super,australia,2016,1,0,6
3,14.933,92.743,7,Super,australia,2016,1,0,7
3,15.636,92.992,8,Super,australia,2016,1,0,8
3,16.177,93.119,9,Super,australia,2016,1,0,9
3,16.461,92.855,10,Super,australia,2016,1,0,10
3,16.209,92.708,11,Super,australia,2016,1,0,11
3,PIT,110.524,12,Super,australia,2016,1,0,1
3,34.041,96.994,13,Super,australia,2016,1,0,1
3,33.544,93.552,14,Super,australia,2016,1,0,2
3,31.671,92.303,15,Super,australia,2016,1,0,3
3,20.344,92.52,16,Super,australia,2016,1,0,4
3,27.891,106.97,17,Super,australia,2016,1,1,5
3,PIT,190.57,18,Super,australia,2016,1,0,1
3,2.217,1198.834,19,Soft,australia,2016,1,0,1
3,4.094,92.401,20,Soft,australia,2016,1,0,2
3,5.190,91.47,21,Soft,australia,2016,1,0,3
3,6.428,91.445,22,Soft,australia,2016,1,0,4
3,7.755,91.278,23,Soft,australia,2016,1,0,5
3,9.023,91.453,24,Soft,australia,2016,1,0,6
3,9.821,91.517,25,Soft,australia,2016,1,0,7
3,9.902,91.845,26,Soft,australia,2016,1,0,8
3,10.402,91.954,27,Soft,australia,2016,1,0,9
3,10.789,91.894,28,Soft,australia,2016,1,0,10
3,11.024,92.044,29,Soft,australia,2016,1,0,11
3,11.246,92.225,30,Soft,australia,2016,1,0,12
3,11.483,92.465,31,Soft,australia,2016,1,0,13
3,11.792,92.536,32,Soft,australia,2016,1,0,14
3,11.416,92.419,33,Soft,australia,2016,1,0,15
3,10.612,92.133,34,Soft,australia,2016,1,0,16
3,8.447,91.918,35,Soft,australia,2016,1,0,17
3,8.403,91.938,36,Soft,australia,2016,1,0,18
3,8.591,91.943,37,Soft,australia,2016,1,0,19
3,9.045,92.122,38,Soft,australia,2016,1,0,20
3,9.172,92.264,39,Soft,australia,2016,1,0,21
3,9.640,92.119,40,Soft,australia,2016,1,0,22
3,9.989,92.855,41,Soft,australia,2016,1,0,23
3,PIT,111.355,42,Soft,australia,2016,1,0,1
3,36.233,97.426,43,Super,australia,2016,1,0,1
3,35.427,90.048,44,Super,australia,2016,1,0,2
3,35.753,91.138,45,Super,australia,2016,1,0,3
3,34.303,89.965,46,Super,australia,2016,1,0,4
3,32.547,89.466,47,Super,australia,2016,1,0,5
3,30.667,89.42,48,Super,australia,2016,1,0,6
3,27.853,88.997,49,Super,australia,2016,1,0,7
3,26.160,89.307,50,Super,australia,2016,1,0,8
3,25.756,90.299,51,Super,australia,2016,1,0,9
3,25.143,90.365,52,Super,australia,2016,1,0,10
3,23.720,90.39,53,Super,australia,2016,1,0,11
3,22.494,90.953,54,Super,australia,2016,1,0,12
3,21.920,91.776,55,Super,australia,2016,1,0,13
3,22.013,91.794,56,Super,australia,2016,1,0,14
3,24.330,94.766,57,Super,australia,2016,1,0,15
5,0,96.916,1,Super,australia,2016,1,0,16
5,0,91.664,2,Super,australia,2016,1,0,17
5,0,92.167,3,Super,australia,2016,1,0,18
5,0,92.014,4,Super,australia,2016,1,0,19
5,0,92.273,5,Super,australia,2016,1,0,20
5,0,92.204,6,Super,australia,2016,1,0,21
5,0,92.08,7,Super,australia,2016,1,0,22
5,0,92.289,8,Super,australia,2016,1,0,23
5,0,92.578,9,Super,australia,2016,1,0,24
5,0,92.571,10,Super,australia,2016,1,0,25
5,0,92.96,11,Super,australia,2016,1,0,26
5,0,93.014,12,Super,australia,2016,1,0,27
5,PIT,110.574,13,Super,australia,2016,1,0,1
5,15.457,95.604,14,Super,australia,2016,1,0,1
5,12.038,90.757,15,Super,australia,2016,1,0,2
5,0,91.809,16,Super,australia,2016,1,0,3
5,0,99.423,17,Super,australia,2016,1,1,4
5,PIT,201.551,18,Super,australia,2016,1,0,1
5,0,1213.527,19,Super,australia,2016,1,0,1
5,0,90.524,20,Super,australia,2016,1,0,2
5,0,90.374,21,Super,australia,2016,1,0,3
5,0,90.207,22,Super,australia,2016,1,0,4
5,0,89.951,23,Super,australia,2016,1,0,5
5,0,90.185,24,Super,australia,2016,1,0,6
5,0,90.719,25,Super,australia,2016,1,0,7
5,0,91.764,26,Super,australia,2016,1,0,8
5,0,91.454,27,Super,australia,2016,1,0,9
5,0,91.507,28,Super,australia,2016,1,0,10
5,0,91.809,29,Super,australia,2016,1,0,11
5,0,92.003,30,Super,australia,2016,1,0,12
5,0,92.228,31,Super,australia,2016,1,0,13
5,0,92.227,32,Super,australia,2016,1,0,14
5,0,92.795,33,Super,australia,2016,1,0,15
5,0,92.937,34,Super,australia,2016,1,0,16
5,PIT,113.109,35,Super,australia,2016,1,0,1
5,21.791,94.747,36,Soft,australia,2016,1,0,1
5,20.287,90.251,37,Soft,australia,2016,1,0,2
5,19.231,90.612,38,Soft,australia,2016,1,0,3
5,17.721,90.627,39,Soft,australia,2016,1,0,4
5,17.134,91.064,40,Soft,australia,2016,1,0,5
5,15.848,91.22,41,Soft,australia,2016,1,0,6
5,15.485,91.104,42,Soft,australia,2016,1,0,7
5,15.229,90.814,43,Soft,australia,2016,1,0,8
5,15.571,91.196,44,Soft,australia,2016,1,0,9
5,15.538,90.779,45,Soft,australia,2016,1,0,10
5,14.848,90.725,46,Soft,australia,2016,1,0,11
5,14.216,90.59,47,Soft,australia,2016,1,0,12
5,13.379,90.463,48,Soft,australia,2016,1,0,13
5,11.839,90.271,49,Soft,australia,2016,1,0,14
5,11.007,90.168,50,Soft,australia,2016,1,0,15
5,10.441,90.137,51,Soft,australia,2016,1,0,16
5,10.725,91.262,52,Soft,australia,2016,1,0,17
5,9.577,90.665,53,Soft,australia,2016,1,0,18
5,8.305,90.907,54,Soft,australia,2016,1,0,19
5,11.194,95.239,55,Soft,australia,2016,1,0,20
5,10.458,90.965,56,Soft,australia,2016,1,0,21
5,9.643,91.634,57,Soft,australia,2016,1,0,22
6,2.400,99.316,1,Super,australia,2016,1,0,23
6,2.773,92.037,2,Super,australia,2016,1,0,24
6,3.353,92.747,3,Super,australia,2016,1,0,25
6,3.480,92.141,4,Super,australia,2016,1,0,26
6,2.782,91.575,5,Super,australia,2016,1,0,27
6,3.046,92.468,6,Super,australia,2016,1,0,28
6,3.430,92.464,7,Super,australia,2016,1,0,29
6,3.766,92.625,8,Super,australia,2016,1,0,30
6,3.745,92.557,9,Super,australia,2016,1,0,31
6,3.755,92.581,10,Super,australia,2016,1,0,32
6,3.476,92.681,11,Super,australia,2016,1,0,33
6,PIT,110.969,12,Super,australia,2016,1,0,1
6,19.501,94.742,13,Soft,australia,2016,1,0,1
6,16.750,91.298,14,Soft,australia,2016,1,0,2
6,14.556,91.982,15,Soft,australia,2016,1,0,3
6,3.998,93.289,16,Soft,australia,2016,1,0,4
6,5.291,100.716,17,Soft,australia,2016,1,1,5
6,PIT,199.132,18,Soft,australia,2016,1,0,1
6,0.680,1211.335,19,Medium,australia,2016,1,0,1
6,1.362,91.206,20,Medium,australia,2016,1,0,2
6,1.545,90.557,21,Medium,australia,2016,1,0,3
6,2.026,90.688,22,Medium,australia,2016,1,0,4
6,3.014,90.939,23,Medium,australia,2016,1,0,5
6,3.730,90.901,24,Medium,australia,2016,1,0,6
6,3.940,90.929,25,Medium,australia,2016,1,0,7
6,3.107,90.931,26,Medium,australia,2016,1,0,8
6,3.022,91.369,27,Medium,australia,2016,1,0,9
6,3.206,91.691,28,Medium,australia,2016,1,0,10
6,3.296,91.899,29,Medium,australia,2016,1,0,11
6,3.093,91.8,30,Medium,australia,2016,1,0,12
6,2.750,91.885,31,Medium,australia,2016,1,0,13
6,2.336,91.813,32,Medium,australia,2016,1,0,14
6,1.656,92.115,33,Medium,australia,2016,1,0,15
6,1.404,92.685,34,Medium,australia,2016,1,0,16
6,0,92.679,35,Medium,australia,2016,1,0,17
6,0,91.982,36,Medium,australia,2016,1,0,18
6,0,91.755,37,Medium,australia,2016,1,0,19
6,0,91.668,38,Medium,australia,2016,1,0,20
6,0,92.137,39,Medium,australia,2016,1,0,21
6,0,91.651,40,Medium,australia,2016,1,0,22
6,0,92.506,41,Medium,australia,2016,1,0,23
6,0,91.467,42,Medium,australia,2016,1,0,24
6,0,91.07,43,Medium,australia,2016,1,0,25
6,0,90.854,44,Medium,australia,2016,1,0,26
6,0,90.812,45,Medium,australia,2016,1,0,27
6,0,91.415,46,Medium,australia,2016,1,0,28
6,0,91.222,47,Medium,australia,2016,1,0,29
6,0,91.3,48,Medium,australia,2016,1,0,30
6,0,91.811,49,Medium,australia,2016,1,0,31
6,0,91.0,50,Medium,australia,2016,1,0,32
6,0,90.703,51,Medium,australia,2016,1,0,33
6,0,90.978,52,Medium,australia,2016,1,0,34
6,0,91.813,53,Medium,australia,2016,1,0,35
6,0,92.179,54,Medium,australia,2016,1,0,36
6,0,92.35,55,Medium,australia,2016,1,0,37
6,0,91.701,56,Medium,australia,2016,1,0,38
6,0,92.449,57,Medium,australia,2016,1,0,39
7,1.514,98.43,1,Super,australia,2016,1,0,40
7,1.741,91.891,2,Super,australia,2016,1,0,41
7,1.915,92.341,3,Super,australia,2016,1,0,42
7,2.222,92.321,4,Super,australia,2016,1,0,43
7,2.088,92.139,5,Super,australia,2016,1,0,44
7,2.124,92.24,6,Super,australia,2016,1,0,45
7,2.254,92.21,7,Super,australia,2016,1,0,46
7,2.346,92.381,8,Super,australia,2016,1,0,47
7,2.496,92.728,9,Super,australia,2016,1,0,48
7,2.523,92.598,10,Super,australia,2016,1,0,49
7,2.496,92.933,11,Super,australia,2016,1,0,50
7,2.772,93.29,12,Super,australia,2016,1,0,51
7,0,93.9,13,Super,australia,2016,1,0,52
7,0,94.049,14,Super,australia,2016,1,0,53
7,0,94.176,15,Super,australia,2016,1,0,54
7,PIT,113.141,16,Super,australia,2016,1,0,1
7,18.780,108.909,17,Super,australia,2016,1,1,1
7,PIT,188.276,18,Super,australia,2016,1,0,1
7,1.821,1209.843,19,Super,australia,2016,1,0,1
7,2.544,91.247,20,Super,australia,2016,1,0,2
7,2.871,90.701,21,Super,australia,2016,1,0,3
8,12.463,109.379,1,Soft,australia,2016,1,0,4
8,16.487,95.688,2,Soft,australia,2016,1,0,5
8,19.478,95.158,3,Soft,australia,2016,1,0,6
8,21.908,94.444,4,Soft,australia,2016,1,0,7
8,24.138,94.503,5,Soft,australia,2016,1,0,8
8,26.939,95.005,6,Soft,australia,2016,1,0,9
8,29.983,95.124,7,Soft,australia,2016,1,0,10
8,33.214,95.52,8,Soft,australia,2016,1,0,11
8,36.099,95.463,9,Soft,australia,2016,1,0,12
8,38.879,95.351,10,Soft,australia,2016,1,0,13
8,40.771,94.852,11,Soft,australia,2016,1,0,14
8,43.070,95.313,12,Soft,australia,2016,1,0,15
8,41.503,95.105,13,Soft,australia,2016,1,0,16
8,41.689,94.235,14,Soft,australia,2016,1,0,17
8,42.067,94.554,15,Soft,australia,2016,1,0,18
8,32.363,94.143,16,Soft,australia,2016,1,0,19
8,44.233,111.293,17,Soft,australia,2016,1,1,20
8,PIT,1241.349,18,Soft,australia,2016,1,0,1
8,5.044,134.54,19,Medium,australia,2016,1,0,1
8,8.318,93.798,20,Medium,australia,2016,1,0,2
8,11.054,93.11,21,Medium,australia,2016,1,0,3
8,14.112,93.265,22,Medium,australia,2016,1,0,4
8,17.482,93.321,23,Medium,australia,2016,1,0,5
8,20.789,93.492,24,Medium,australia,2016,1,0,6
8,24.166,94.096,25,Medium,australia,2016,1,0,7
8,25.829,93.427,26,Medium,australia,2016,1,0,8
8,28.171,93.796,27,Medium,australia,2016,1,0,9
8,30.118,93.454,28,Medium,australia,2016,1,0,10
8,31.757,93.448,29,Medium,australia,2016,1,0,11
8,33.310,93.556,30,Medium,australia,2016,1,0,12
8,34.302,93.22,31,Medium,australia,2016,1,0,13
8,35.714,93.639,32,Medium,australia,2016,1,0,14
8,36.246,93.327,33,Medium,australia,2016,1,0,15
8,36.829,93.52,34,Medium,australia,2016,1,0,16
8,36.134,93.388,35,Medium,australia,2016,1,0,17
8,37.162,93.01,36,Medium,australia,2016,1,0,18
8,38.618,93.211,37,Medium,australia,2016,1,0,19
8,40.335,93.385,38,Medium,australia,2016,1,0,20
8,41.337,93.139,39,Medium,australia,2016,1,0,21
8,43.308,93.622,40,Medium,australia,2016,1,0,22
8,43.736,92.934,41,Medium,australia,2016,1,0,23
8,45.476,93.207,42,Medium,australia,2016,1,0,24
8,47.886,93.48,43,Medium,australia,2016,1,0,25
8,50.080,93.048,44,Medium,australia,2016,1,0,26
8,52.400,93.132,45,Medium,australia,2016,1,0,27
8,54.026,93.041,46,Medium,australia,2016,1,0,28
8,55.745,92.941,47,Medium,australia,2016,1,0,29
8,57.307,92.862,48,Medium,australia,2016,1,0,30
8,58.419,92.923,49,Medium,australia,2016,1,0,31
8,60.378,92.959,50,Medium,australia,2016,1,0,32
8,62.571,92.896,51,Medium,australia,2016,1,0,33
8,64.719,93.126,52,Medium,australia,2016,1,0,34
8,66.124,93.218,53,Medium,australia,2016,1,0,35
8,67.547,93.602,54,Medium,australia,2016,1,0,36
8,68.665,93.468,55,Medium,australia,2016,1,0,37
8,70.457,93.493,56,Medium,australia,2016,1,0,38
8,72.081,94.073,57,Medium,australia,2016,1,0,39
9,10.636,107.552,1,Super,australia,2016,1,0,40
9,14.274,95.302,2,Super,australia,2016,1,0,41
9,17.116,95.009,3,Super,australia,2016,1,0,42
9,19.293,94.191,4,Super,australia,2016,1,0,43
9,21.249,94.229,5,Super,australia,2016,1,0,44
9,23.530,94.485,6,Super,australia,2016,1,0,45
9,26.839,95.389,7,Super,australia,2016,1,0,46
9,29.792,95.242,8,Super,australia,2016,1,0,47
9,33.333,96.119,9,Super,australia,2016,1,0,48
9,36.398,95.636,10,Super,australia,2016,1,0,49
9,PIT,114.65,11,Super,australia,2016,1,0,1
9,64.402,99.328,12,Soft,australia,2016,1,0,1
9,61.672,93.942,13,Soft,australia,2016,1,0,2
9,61.748,94.125,14,Soft,australia,2016,1,0,3
9,61.464,93.892,15,Soft,australia,2016,1,0,4
9,51.971,94.354,16,Soft,australia,2016,1,0,5
9,73.449,120.901,17,Soft,australia,2016,1,1,6
9,PIT,1222.582,18,Soft,australia,2016,1,0,1
9,8.253,127.3,19,Medium,australia,2016,1,0,1
9,14.835,97.106,20,Medium,australia,2016,1,0,2
9,18.987,94.526,21,Medium,australia,2016,1,0,3
9,23.389,94.609,22,Medium,australia,2016,1,0,4
9,28.499,95.061,23,Medium,australia,2016,1,0,5
9,33.147,94.833,24,Medium,australia,2016,1,0,6
9,37.197,94.769,25,Medium,australia,2016,1,0,7
9,40.449,95.016,26,Medium,australia,2016,1,0,8
9,PIT,108.103,27,Medium,australia,2016,1,0,1
9,68.043,102.452,28,Medium,australia,2016,1,0,1
9,70.856,94.622,29,Medium,australia,2016,1,0,2
9,73.389,94.536,30,Medium,australia,2016,1,0,3
9,75.664,94.503,31,Medium,australia,2016,1,0,4
9,78.650,95.213,32,Medium,australia,2016,1,0,5
9,80.762,94.907,33,Medium,australia,2016,1,0,6
9,82.220,94.395,34,Medium,australia,2016,1,0,7
9,82.451,94.314,35,Medium,australia,2016,1,0,8
9,84.906,94.437,36,Medium,australia,2016,1,0,9
9,87.268,94.117,37,Medium,australia,2016,1,0,10
9,89.690,94.09,38,Medium,australia,2016,1,0,11
11,8.163,105.079,1,Soft,australia,2016,1,0,12
11,11.514,95.015,2,Soft,australia,2016,1,0,13
11,13.659,94.312,3,Soft,australia,2016,1,0,14
11,15.867,94.222,4,Soft,australia,2016,1,0,15
11,17.979,94.385,5,Soft,australia,2016,1,0,16
11,19.872,94.097,6,Soft,australia,2016,1,0,17
11,22.261,94.469,7,Soft,australia,2016,1,0,18
11,24.548,94.576,8,Soft,australia,2016,1,0,19
11,26.431,94.461,9,Soft,australia,2016,1,0,20
11,28.157,94.297,10,Soft,australia,2016,1,0,21
11,29.911,94.714,11,Soft,australia,2016,1,0,22
11,31.697,94.8,12,Soft,australia,2016,1,0,23
11,29.327,94.302,13,Soft,australia,2016,1,0,24
11,30.126,94.848,14,Soft,australia,2016,1,0,25
11,31.604,95.654,15,Soft,australia,2016,1,0,26
11,PIT,117.573,16,Soft,australia,2016,1,0,1
11,70.993,125.086,17,Medium,australia,2016,1,1,1
11,PIT,1221.249,18,Medium,australia,2016,1,0,1
11,7.283,130.119,19,Medium,australia,2016,1,0,1
11,10.907,94.148,20,Medium,australia,2016,1,0,2
11,15.276,94.743,21,Medium,australia,2016,1,0,3
11,19.125,94.056,22,Medium,australia,2016,1,0,4
11,22.850,93.676,23,Medium,australia,2016,1,0,5
11,26.993,94.328,24,Medium,australia,2016,1,0,6
11,30.226,93.952,25,Medium,australia,2016,1,0,7
11,32.842,94.38,26,Medium,australia,2016,1,0,8
11,35.737,94.349,27,Medium,australia,2016,1,0,9
11,38.632,94.402,28,Medium,australia,2016,1,0,10
11,40.086,93.263,29,Medium,australia,2016,1,0,11
11,41.025,92.942,30,Medium,australia,2016,1,0,12
11,41.849,93.052,31,Medium,australia,2016,1,0,13
11,43.112,93.49,32,Medium,australia,2016,1,0,14
11,45.111,94.794,33,Medium,australia,2016,1,0,15
11,47.114,94.94,34,Medium,australia,2016,1,0,16
11,46.919,93.888,35,Medium,australia,2016,1,0,17
11,48.044,93.107,36,Medium,australia,2016,1,0,18
11,49.848,93.559,37,Medium,australia,2016,1,0,19
11,51.472,93.292,38,Medium,australia,2016,1,0,20
11,52.115,92.78,39,Medium,australia,2016,1,0,21
11,54.178,93.714,40,Medium,australia,2016,1,0,22
11,55.172,93.5,41,Medium,australia,2016,1,0,23
11,56.989,93.284,42,Medium,australia,2016,1,0,24
11,58.965,93.046,43,Medium,australia,2016,1,0,25
11,61.901,93.79,44,Medium,australia,2016,1,0,26
11,64.245,93.156,45,Medium,australia,2016,1,0,27
11,66.271,93.441,46,Medium,australia,2016,1,0,28
11,68.413,93.364,47,Medium,australia,2016,1,0,29
11,70.407,93.294,48,Medium,australia,2016,1,0,30
11,72.051,93.455,49,Medium,australia,2016,1,0,31
11,74.585,93.534,50,Medium,australia,2016,1,0,32
11,76.928,93.046,51,Medium,australia,2016,1,0,33
11,79.258,93.308,52,Medium,australia,2016,1,0,34
11,80.701,93.256,53,Medium,australia,2016,1,0,35
11,82.279,93.757,54,Medium,australia,2016,1,0,36
11,86.288,96.359,55,Medium,australia,2016,1,0,37
11,88.912,94.325,56,Medium,australia,2016,1,0,38
11,91.699,95.236,57,Medium,australia,2016,1,0,39
12,11.156,108.072,1,Super,australia,2016,1,0,40
12,14.807,95.315,2,Super,australia,2016,1,0,41
12,17.905,95.265,3,Super,australia,2016,1,0,42
12,20.321,94.43,4,Super,australia,2016,1,0,43
12,23.692,95.644,5,Super,australia,2016,1,0,44
12,26.481,94.993,6,Super,australia,2016,1,0,45
12,29.546,95.145,7,Super,australia,2016,1,0,46
12,32.549,95.292,8,Super,australia,2016,1,0,47
12,35.611,95.64,9,Super,australia,2016,1,0,48
12,PIT,116.813,10,Super,australia,2016,1,0,1
12,64.957,98.064,11,Soft,australia,2016,1,0,1
12,65.463,93.52,12,Soft,australia,2016,1,0,2
12,62.464,93.673,13,Soft,australia,2016,1,0,3
12,62.349,93.934,14,Soft,australia,2016,1,0,4
12,62.338,94.165,15,Soft,australia,2016,1,0,5
12,53.456,94.965,16,Soft,australia,2016,1,0,6
12,77.100,123.067,17,Soft,australia,2016,1,1,7
12,PIT,1222.819,18,Soft,australia,2016,1,0,1
12,9.085,124.244,19,Medium,australia,2016,1,0,1
12,15.253,96.692,20,Medium,australia,2016,1,0,2
12,19.616,94.737,21,Medium,australia,2016,1,0,3
12,23.894,94.485,22,Medium,australia,2016,1,0,4
12,28.944,95.001,23,Medium,australia,2016,1,0,5
12,33.633,94.874,24,Medium,australia,2016,1,0,6
12,40.971,98.057,25,Medium,australia,2016,1,0,7
12,44.476,95.269,26,Medium,australia,2016,1,0,8
12,47.691,94.669,27,Medium,australia,2016,1,0,9
12,51.042,94.858,28,Medium,australia,2016,1,0,10
12,53.654,94.421,29,Medium,australia,2016,1,0,11
12,56.100,94.449,30,Medium,australia,2016,1,0,12
12,58.026,94.154,31,Medium,australia,2016,1,0,13
12,60.221,94.422,32,Medium,australia,2016,1,0,14
12,60.818,93.392,33,Medium,australia,2016,1,0,15
12,61.498,93.617,34,Medium,australia,2016,1,0,16
12,61.110,93.695,35,Medium,australia,2016,1,0,17
12,62.535,93.407,36,Medium,australia,2016,1,0,18
12,64.032,93.252,37,Medium,australia,2016,1,0,19
12,65.882,93.518,38,Medium,australia,2016,1,0,20
12,66.810,93.065,39,Medium,australia,2016,1,0,21
12,68.552,93.393,40,Medium,australia,2016,1,0,22
12,69.398,93.352,41,Medium,australia,2016,1,0,23
12,71.205,93.274,42,Medium,australia,2016,1,0,24
12,72.976,92.841,43,Medium,australia,2016,1,0,25
12,75.338,93.216,44,Medium,australia,2016,1,0,26
12,77.636,93.11,45,Medium,australia,2016,1,0,27
12,79.250,93.029,46,Medium,australia,2016,1,0,28
12,80.800,92.772,47,Medium,australia,2016,1,0,29
12,82.211,92.711,48,Medium,australia,2016,1,0,30
12,83.390,92.99,49,Medium,australia,2016,1,0,31
12,85.370,92.98,50,Medium,australia,2016,1,0,32
12,87.428,92.761,51,Medium,australia,2016,1,0,33
12,89.363,92.913,52,Medium,australia,2016,1,0,34
12,90.318,92.768,53,Medium,australia,2016,1,0,35
12,1 LAP,94.267,54,Medium,australia,2016,1,0,36
12,1 LAP,95.929,55,Medium,australia,2016,1,0,37
12,1 LAP,98.282,56,Medium,australia,2016,1,0,38
14,7.631,104.547,1,Super,australia,2016,1,0,39
14,10.754,94.787,2,Super,australia,2016,1,0,40
14,12.839,94.252,3,Super,australia,2016,1,0,41
14,15.132,94.307,4,Super,australia,2016,1,0,42
14,16.767,93.908,5,Super,australia,2016,1,0,43
14,18.922,94.359,6,Super,australia,2016,1,0,44
14,21.268,94.426,7,Super,australia,2016,1,0,45
14,23.352,94.373,8,Super,australia,2016,1,0,46
14,25.121,94.347,9,Super,australia,2016,1,0,47
14,27.005,94.455,10,Super,australia,2016,1,0,48
14,28.805,94.76,11,Super,australia,2016,1,0,49
14,PIT,112.637,12,Super,australia,2016,1,0,1
14,49.704,97.948,13,Soft,australia,2016,1,0,1
14,48.208,92.553,14,Soft,australia,2016,1,0,2
14,47.155,93.123,15,Soft,australia,2016,1,0,3
14,37.850,94.542,16,Soft,australia,2016,1,0,4
19,4.108,101.024,1,Super,australia,2016,1,0,5
19,5.371,92.927,2,Super,australia,2016,1,0,6
19,6.513,93.309,3,Super,australia,2016,1,0,7
19,9.002,94.503,4,Super,australia,2016,1,0,8
19,9.848,93.119,5,Super,australia,2016,1,0,9
19,10.869,93.225,6,Super,australia,2016,1,0,10
19,12.440,93.651,7,Super,australia,2016,1,0,11
19,13.994,93.843,8,Super,australia,2016,1,0,12
19,15.941,94.525,9,Super,australia,2016,1,0,13
19,19.499,96.129,10,Super,australia,2016,1,0,14
19,PIT,111.982,11,Super,australia,2016,1,0,1
19,43.611,98.104,12,Soft,australia,2016,1,0,1
19,39.283,92.344,13,Soft,australia,2016,1,0,2
19,38.646,93.412,14,Soft,australia,2016,1,0,3
19,39.013,94.543,15,Soft,australia,2016,1,0,4
19,27.876,92.71,16,Soft,australia,2016,1,0,5
19,40.477,112.024,17,Soft,australia,2016,1,1,6
19,PIT,1243.269,18,Soft,australia,2016,1,0,1
19,4.099,135.431,19,Medium,australia,2016,1,0,1
19,7.351,93.776,20,Medium,australia,2016,1,0,2
19,9.793,92.816,21,Medium,australia,2016,1,0,3
19,12.497,92.911,22,Medium,australia,2016,1,0,4
19,15.306,92.76,23,Medium,australia,2016,1,0,5
19,17.896,92.775,24,Medium,australia,2016,1,0,6
19,19.980,92.803,25,Medium,australia,2016,1,0,7
19,20.746,92.53,26,Medium,australia,2016,1,0,8
19,22.344,93.052,27,Medium,australia,2016,1,0,9
19,23.649,92.812,28,Medium,australia,2016,1,0,10
19,24.637,92.797,29,Medium,australia,2016,1,0,11
19,25.585,92.951,30,Medium,australia,2016,1,0,12
19,25.918,92.561,31,Medium,australia,2016,1,0,13
19,26.432,92.741,32,Medium,australia,2016,1,0,14
19,26.603,92.966,33,Medium,australia,2016,1,0,15
19,26.602,92.936,34,Medium,australia,2016,1,0,16
19,25.251,92.732,35,Medium,australia,2016,1,0,17
19,26.049,92.78,36,Medium,australia,2016,1,0,18
19,26.598,92.304,37,Medium,australia,2016,1,0,19
19,27.355,92.425,38,Medium,australia,2016,1,0,20
19,27.506,92.288,39,Medium,australia,2016,1,0,21
19,28.454,92.599,40,Medium,australia,2016,1,0,22
19,28.465,92.517,41,Medium,australia,2016,1,0,23
19,29.746,92.748,42,Medium,australia,2016,1,0,24
19,31.386,92.71,43,Medium,australia,2016,1,0,25
19,33.609,93.077,44,Medium,australia,2016,1,0,26
19,35.634,92.837,45,Medium,australia,2016,1,0,27
19,37.668,93.449,46,Medium,australia,2016,1,0,28
19,39.339,92.893,47,Medium,australia,2016,1,0,29
19,41.207,93.168,48,Medium,australia,2016,1,0,30
19,42.486,93.09,49,Medium,australia,2016,1,0,31
19,45.237,93.751,50,Medium,australia,2016,1,0,32
19,47.614,93.08,51,Medium,australia,2016,1,0,33
19,49.854,93.218,52,Medium,australia,2016,1,0,34
19,51.655,93.614,53,Medium,australia,2016,1,0,35
19,53.098,93.622,54,Medium,australia,2016,1,0,36
19,54.566,93.818,55,Medium,australia,2016,1,0,37
19,56.866,94.001,56,Medium,australia,2016,1,0,38
19,58.979,94.562,57,Medium,australia,2016,1,0,39
20,PIT,180.423,1,Super,australia,2016,1,0,1
20,1 LAP,106.207,2,Soft,australia,2016,1,0,1
20,1 LAP,97.229,3,Soft,australia,2016,1,0,2
20,1 LAP,94.72,4,Soft,australia,2016,1,0,3
20,1 LAP,95.346,5,Soft,australia,2016,1,0,4
20,1 LAP,103.453,6,Soft,australia,2016,1,0,5
20,1 LAP,94.917,7,Soft,australia,2016,1,0,6
20,1 LAP,95.742,8,Soft,australia,2016,1,0,7
20,1 LAP,95.633,9,Soft,australia,2016,1,0,8
20,1 LAP,97.304,10,Soft,australia,2016,1,0,9
20,1 LAP,97.254,11,Soft,australia,2016,1,0,10
20,1 LAP,95.206,12,Soft,australia,2016,1,0,11
20,1 LAP,94.927,13,Soft,australia,2016,1,0,12
20,1 LAP,97.999,14,Soft,australia,2016,1,0,13
20,1 LAP,95.084,15,Soft,australia,2016,1,0,14
20,PIT,135.143,16,Soft,australia,2016,1,0,1
20,PIT,729.123,17,Soft,australia,2016,1,1,1
20,103.716,500.454,18,Soft,australia,2016,1,0,1
20,10.856,120.667,19,Medium,australia,2016,1,0,2
20,16.333,96.001,20,Medium,australia,2016,1,0,3
20,21.513,95.554,21,Medium,australia,2016,1,0,4
20,24.759,93.453,22,Medium,australia,2016,1,0,5
20,29.632,94.824,23,Medium,australia,2016,1,0,6
20,34.260,94.813,24,Medium,australia,2016,1,0,7
20,39.133,95.592,25,Medium,australia,2016,1,0,8
20,42.018,94.649,26,Medium,australia,2016,1,0,9
20,45.126,94.562,27,Medium,australia,2016,1,0,10
20,47.631,94.012,28,Medium,australia,2016,1,0,11
20,49.549,93.727,29,Medium,australia,2016,1,0,12
20,51.085,93.539,30,Medium,australia,2016,1,0,13
20,52.365,93.508,31,Medium,australia,2016,1,0,14
20,53.723,93.585,32,Medium,australia,2016,1,0,15
